sentence,departure,arrival
C'est le moment idéal pour un voyage de Perpignan à Calais en train.,Perpignan,Calais
"De Toulouse à Béziers, le train est mon choix préféré.",Toulouse,Béziers
Le trajet en train de Nantes à Perpignan est long mais pittoresque.,Nantes,Perpignan
Partir de Saint-Étienne pour Limoges en train serait génial.,Saint-Étienne,Limoges
"De Nice à Besançon, le train est le choix le plus pratique.",Nice,Besançon
"Voyager de Paris à Le Havre en train, est-ce une option possible ?",Paris,Le Havre
Je souhaite découvrir Toulouse en prenant le train depuis Montpellier.,Montpellier,Toulouse
Je m'apprête à réserver un billet de train pour Amiens depuis Béziers.,Béziers,Amiens
Je songe à voyager en train de Orléans vers Pau.,Orléans,Pau
Partir de Bordeaux pour Montpellier en train serait génial.,Bordeaux,Montpellier
Je souhaite découvrir Lyon en prenant le train depuis Aix-en-Provence.,Aix-en-Provence,Lyon
Je m'apprête à réserver un billet de train pour Saint-Étienne depuis Lyon.,Lyon,Saint-Étienne
"Voyager de Nantes à Béziers en train, est-ce une option possible ?",Nantes,Béziers
Je veux prendre le train de Béziers à Le Havre.,Béziers,Le Havre
"Voyager de Strasbourg à Toulouse en train, est-ce une option possible ?",Strasbourg,Toulouse
Je vais explorer Orléans en train en partant de Lyon.,Lyon,Orléans
Le trajet en train de Amiens à Bordeaux est long mais pittoresque.,Amiens,Bordeaux
Je rêve de faire un voyage en train de Le Havre à Rouen.,Le Havre,Rouen
Le trajet en train de Le Mans à Lyon est long mais pittoresque.,Le Mans,Lyon
Je souhaite découvrir Clermont-Ferrand en prenant le train depuis Nîmes.,Nîmes,Clermont-Ferrand
Je veux prendre le train de Pau à La Rochelle.,Pau,La Rochelle
"Voyager de Clermont-Ferrand à Béziers en train, est-ce une option possible ?",Clermont-Ferrand,Béziers
Je rêve de faire un voyage en train de Le Mans à Toulouse.,Le Mans,Toulouse
Je veux prendre le train de Lyon à Rennes.,Lyon,Rennes
Le trajet en train de Besançon à Lyon est long mais pittoresque.,Besançon,Lyon
Le voyage de Saint-Étienne à Limoges en train est une excellente idée.,Saint-Étienne,Limoges
Je rêve de faire un voyage en train de Clermont-Ferrand à Le Havre.,Clermont-Ferrand,Le Havre
Le train de Paris à Perpignan est-il disponible demain ?,Paris,Perpignan
"De Toulon à Limoges, le train est le choix le plus pratique.",Toulon,Limoges
Je rêve de visiter Toulouse en prenant le train depuis Paris.,Paris,Toulouse
Le train de Toulon à Rouen est-il disponible demain ?,Toulon,Rouen
"Allons de La Rochelle à Paris en train, qu'en penses-tu ?",La Rochelle,Paris
Je souhaite découvrir Lille en prenant le train depuis Nice.,Nice,Lille
Je vais explorer Limoges en train en partant de Montpellier.,Montpellier,Limoges
Le train est le meilleur moyen de se rendre de Toulon à Nice.,Toulon,Nice
"Pour mes prochaines vacances, je vais de Lille à Béziers en train.",Lille,Béziers
Je prévois de voyager de Orléans à Rouen en train.,Orléans,Rouen
"Voyager de Calais à Strasbourg en train, est-ce une option possible ?",Calais,Strasbourg
Partir de Nîmes pour Strasbourg en train serait génial.,Nîmes,Strasbourg
"Voyager de Toulouse à Marseille en train, est-ce une option possible ?",Toulouse,Marseille
Le voyage de Montpellier à Toulouse en train est une excellente idée.,Montpellier,Toulouse
Je veux prendre le train de Saint-Étienne à Amiens.,Saint-Étienne,Amiens
Je souhaite découvrir Perpignan en prenant le train depuis Marseille.,Marseille,Perpignan
"De Saint-Denis à Strasbourg, le train est mon choix préféré.",Saint-Denis,Strasbourg
Je rêve de visiter Orléans en prenant le train depuis Pau.,Pau,Orléans
"De Lyon à Toulon, le train est le choix le plus pratique.",Lyon,Toulon
Mon prochain voyage sera de Lyon à Strasbourg en train.,Lyon,Strasbourg
C'est le moment idéal pour un voyage de La Rochelle à Calais en train.,La Rochelle,Calais
Mon prochain voyage sera de Orléans à Bordeaux en train.,Orléans,Bordeaux
"Allons de Tourcoing à Toulouse en train, qu'en penses-tu ?",Tourcoing,Toulouse
Je prévois de voyager de La Rochelle à Le Mans en train.,La Rochelle,Le Mans
Je souhaite découvrir Saint-Étienne en prenant le train depuis Montpellier.,Montpellier,Saint-Étienne
Je rêve de visiter Montpellier en prenant le train depuis Clermont-Ferrand.,Clermont-Ferrand,Montpellier
Le train est le meilleur moyen de se rendre de Rouen à Toulon.,Rouen,Toulon
Pourquoi ne pas partir de Toulouse à Toulon en train ce week-end ?,Toulouse,Toulon
Mon prochain voyage sera de Nîmes à Toulouse en train.,Nîmes,Toulouse
Je souhaite découvrir Orléans en prenant le train depuis Nice.,Nice,Orléans
"Pour mes prochaines vacances, je vais de Pau à Toulouse en train.",Pau,Toulouse
J'ai prévu de partir en train de Rouen à Bordeaux.,Rouen,Bordeaux
Le train de Perpignan à Saint-Étienne est-il disponible demain ?,Perpignan,Saint-Étienne
Le trajet en train de Le Mans à Orléans est long mais pittoresque.,Le Mans,Orléans
"De Lyon à Nice, le train est le choix le plus pratique.",Lyon,Nice
Je veux prendre le train de Lyon à Limoges.,Lyon,Limoges
Je rêve de faire un voyage en train de Besançon à Marseille.,Besançon,Marseille
Mon prochain voyage sera de Calais à Le Havre en train.,Calais,Le Havre
Le voyage de Tourcoing à Nantes en train est une excellente idée.,Tourcoing,Nantes
"Voyager de La Rochelle à Toulon en train, est-ce une option possible ?",La Rochelle,Toulon
Mon prochain voyage sera de Toulon à Clermont-Ferrand en train.,Toulon,Clermont-Ferrand
Le voyage de Marseille à La Rochelle en train est une excellente idée.,Marseille,La Rochelle
Je vais explorer Pau en train en partant de Toulon.,Toulon,Pau
Je rêve de visiter Rennes en prenant le train depuis Perpignan.,Perpignan,Rennes
Je souhaite découvrir Béziers en prenant le train depuis Tourcoing.,Tourcoing,Béziers
"De Aix-en-Provence à Bordeaux, le train est mon choix préféré.",Aix-en-Provence,Bordeaux
Pourquoi ne pas partir de Saint-Étienne à Saint-Denis en train ce week-end ?,Saint-Étienne,Saint-Denis
Le train de Montpellier à Strasbourg offre une vue magnifique.,Montpellier,Strasbourg
Lyon est une belle ville. Je veux y aller en train depuis Nîmes.,Nîmes,Lyon
Le train est le meilleur moyen de se rendre de Toulon à Marseille.,Toulon,Marseille
Le train est le meilleur moyen de se rendre de Tourcoing à Paris.,Tourcoing,Paris
Je rêve de visiter Nantes en prenant le train depuis Besançon.,Besançon,Nantes
Lyon est une belle ville. Je veux y aller en train depuis Le Havre.,Le Havre,Lyon
"De Nice à Aix-en-Provence, le train est mon choix préféré.",Nice,Aix-en-Provence
"De Pau à Orléans, le train est le choix le plus pratique.",Pau,Orléans
"De Béziers à Bordeaux, le train est mon choix préféré.",Béziers,Bordeaux
Je songe à voyager en train de Le Mans vers Lille.,Le Mans,Lille
"De Marseille à Nantes, le train est mon choix préféré.",Marseille,Nantes
Pourquoi ne pas partir de Rennes à Rouen en train ce week-end ?,Rennes,Rouen
"Pour mes prochaines vacances, je vais de Calais à Besançon en train.",Calais,Besançon
Je vais explorer Bordeaux en train en partant de Tourcoing.,Tourcoing,Bordeaux
Le trajet en train de Saint-Étienne à Le Havre est long mais pittoresque.,Saint-Étienne,Le Havre
Je souhaite découvrir Strasbourg en prenant le train depuis Perpignan.,Perpignan,Strasbourg
Je prévois de voyager de Montpellier à Le Mans en train.,Montpellier,Le Mans
"De Lyon à Paris, le train est le choix le plus pratique.",Lyon,Paris
Je prévois de voyager de Lyon à Saint-Étienne en train.,Lyon,Saint-Étienne
Le train de Clermont-Ferrand à Paris offre une vue magnifique.,Clermont-Ferrand,Paris
Je m'apprête à réserver un billet de train pour Perpignan depuis Montpellier.,Montpellier,Perpignan
"De Nîmes à Amiens, le train est mon choix préféré.",Nîmes,Amiens
Je vais explorer Pau en train en partant de Besançon.,Besançon,Pau
Le voyage de Toulon à Pau en train est une excellente idée.,Toulon,Pau
Le voyage de Marseille à Nice en train est une excellente idée.,Marseille,Nice
"Allons de Nice à Marseille en train, qu'en penses-tu ?",Nice,Marseille
Mon prochain voyage sera de Clermont-Ferrand à Rennes en train.,Clermont-Ferrand,Rennes
Pourquoi ne pas partir de Rennes à Orléans en train ce week-end ?,Rennes,Orléans
Je vais explorer Nice en train en partant de Besançon.,Besançon,Nice
C'est le moment idéal pour un voyage de Lyon à Orléans en train.,Lyon,Orléans
Je prévois de voyager de Lyon à Le Mans en train.,Lyon,Le Mans
"De Toulon à Aix-en-Provence, le train est le choix le plus pratique.",Toulon,Aix-en-Provence
Mon prochain voyage sera de Orléans à Paris en train.,Orléans,Paris
"Pour mes prochaines vacances, je vais de Nîmes à Lyon en train.",Nîmes,Lyon
"Pour mes prochaines vacances, je vais de Pau à Toulon en train.",Pau,Toulon
"De Béziers à Orléans, le train est mon choix préféré.",Béziers,Orléans
"Allons de Pau à Toulouse en train, qu'en penses-tu ?",Pau,Toulouse
Je rêve de faire un voyage en train de Saint-Étienne à Besançon.,Saint-Étienne,Besançon
Je songe à voyager en train de Béziers vers Rennes.,Béziers,Rennes
Le voyage de Nice à Béziers en train est une excellente idée.,Nice,Béziers
Partir de Lille pour Clermont-Ferrand en train serait génial.,Lille,Clermont-Ferrand
J'ai prévu de partir en train de Bordeaux à Nice.,Bordeaux,Nice
Je souhaite découvrir Béziers en prenant le train depuis Perpignan.,Perpignan,Béziers
Le train de Paris à Limoges est-il disponible demain ?,Paris,Limoges
"Allons de Limoges à Paris en train, qu'en penses-tu ?",Limoges,Paris
Je souhaite découvrir Orléans en prenant le train depuis Calais.,Calais,Orléans
"Voyager de Toulouse à Paris en train, est-ce une option possible ?",Toulouse,Paris
Le train est le meilleur moyen de se rendre de Pau à Limoges.,Pau,Limoges
Le trajet en train de Strasbourg à Toulouse est long mais pittoresque.,Strasbourg,Toulouse
Je vais explorer La Rochelle en train en partant de Lille.,Lille,La Rochelle
"Allons de Besançon à Lyon en train, qu'en penses-tu ?",Besançon,Lyon
Je m'apprête à réserver un billet de train pour Aix-en-Provence depuis Toulon.,Toulon,Aix-en-Provence
Partir de Aix-en-Provence pour Bordeaux en train serait génial.,Aix-en-Provence,Bordeaux
"De Aix-en-Provence à Paris, le train est le choix le plus pratique.",Aix-en-Provence,Paris
"De Toulon à Saint-Denis, le train est mon choix préféré.",Toulon,Saint-Denis
Mon prochain voyage sera de Le Mans à Strasbourg en train.,Le Mans,Strasbourg
"De Besançon à Saint-Étienne, le train est mon choix préféré.",Besançon,Saint-Étienne
Marseille est une belle ville. Je veux y aller en train depuis La Rochelle.,La Rochelle,Marseille
Je souhaite découvrir Le Mans en prenant le train depuis La Rochelle.,La Rochelle,Le Mans
Je songe à voyager en train de Pau vers Rouen.,Pau,Rouen
"Voyager de Bordeaux à Toulon en train, est-ce une option possible ?",Bordeaux,Toulon
Marseille est une belle ville. Je veux y aller en train depuis Aix-en-Provence.,Aix-en-Provence,Marseille
Le train de Clermont-Ferrand à Saint-Denis offre une vue magnifique.,Clermont-Ferrand,Saint-Denis
Le train de Toulouse à Le Mans offre une vue magnifique.,Toulouse,Le Mans
Je prévois de voyager de Lille à Montpellier en train.,Lille,Montpellier
Le train est le meilleur moyen de se rendre de Saint-Denis à La Rochelle.,Saint-Denis,La Rochelle
Je vais explorer Le Havre en train en partant de Orléans.,Orléans,Le Havre
Le train de Paris à Clermont-Ferrand offre une vue magnifique.,Paris,Clermont-Ferrand
Le trajet en train de Tourcoing à Rouen est long mais pittoresque.,Tourcoing,Rouen
Je songe à voyager en train de Saint-Étienne vers Clermont-Ferrand.,Saint-Étienne,Clermont-Ferrand
Je songe à voyager en train de Amiens vers Calais.,Amiens,Calais
J'ai prévu de partir en train de Perpignan à Besançon.,Perpignan,Besançon
Je prévois de voyager de Paris à Nice en train.,Paris,Nice
Je veux prendre le train de Aix-en-Provence à Rouen.,Aix-en-Provence,Rouen
Je veux prendre le train de Aix-en-Provence à Strasbourg.,Aix-en-Provence,Strasbourg
Je veux prendre le train de Marseille à Saint-Étienne.,Marseille,Saint-Étienne
Je souhaite découvrir Lyon en prenant le train depuis Nice.,Nice,Lyon
"Voyager de Limoges à La Rochelle en train, est-ce une option possible ?",Limoges,La Rochelle
Je prévois de voyager de Le Mans à Rouen en train.,Le Mans,Rouen
Je prévois de voyager de Clermont-Ferrand à Béziers en train.,Clermont-Ferrand,Béziers
Je souhaite découvrir Nantes en prenant le train depuis Béziers.,Béziers,Nantes
Je rêve de visiter Aix-en-Provence en prenant le train depuis Toulon.,Toulon,Aix-en-Provence
Mon prochain voyage sera de Rennes à La Rochelle en train.,Rennes,La Rochelle
"Voyager de Strasbourg à Paris en train, est-ce une option possible ?",Strasbourg,Paris
Je veux prendre le train de Strasbourg à Aix-en-Provence.,Strasbourg,Aix-en-Provence
J'ai prévu de partir en train de Rennes à Aix-en-Provence.,Rennes,Aix-en-Provence
Je m'apprête à réserver un billet de train pour Bordeaux depuis La Rochelle.,La Rochelle,Bordeaux
Le train de Calais à Clermont-Ferrand offre une vue magnifique.,Calais,Clermont-Ferrand
"Pour mes prochaines vacances, je vais de Nîmes à Paris en train.",Nîmes,Paris
Partir de Besançon pour Perpignan en train serait génial.,Besançon,Perpignan
Le trajet en train de Toulon à Besançon est long mais pittoresque.,Toulon,Besançon
Je songe à voyager en train de Toulon vers Besançon.,Toulon,Besançon
C'est le moment idéal pour un voyage de Paris à Amiens en train.,Paris,Amiens
Le train de Le Mans à Tourcoing est-il disponible demain ?,Le Mans,Tourcoing
Je songe à voyager en train de Paris vers Nîmes.,Paris,Nîmes
Pourquoi ne pas partir de Le Mans à Orléans en train ce week-end ?,Le Mans,Orléans
Nîmes est une belle ville. Je veux y aller en train depuis Pau.,Pau,Nîmes
"Pour mes prochaines vacances, je vais de Montpellier à Clermont-Ferrand en train.",Montpellier,Clermont-Ferrand
C'est le moment idéal pour un voyage de Pau à Nice en train.,Pau,Nice
C'est le moment idéal pour un voyage de Limoges à Montpellier en train.,Limoges,Montpellier
"Allons de Lyon à La Rochelle en train, qu'en penses-tu ?",Lyon,La Rochelle
Je vais explorer Lille en train en partant de Orléans.,Orléans,Lille
Partir de Amiens pour Limoges en train serait génial.,Amiens,Limoges
Je rêve de visiter Marseille en prenant le train depuis Montpellier.,Montpellier,Marseille
Le voyage de Rouen à La Rochelle en train est une excellente idée.,Rouen,La Rochelle
Pourquoi ne pas partir de Limoges à Besançon en train ce week-end ?,Limoges,Besançon
C'est le moment idéal pour un voyage de Saint-Étienne à Bordeaux en train.,Saint-Étienne,Bordeaux
Le voyage de Saint-Denis à Lyon en train est une excellente idée.,Saint-Denis,Lyon
J'ai prévu de partir en train de Pau à Nantes.,Pau,Nantes
Je rêve de faire un voyage en train de Montpellier à Saint-Denis.,Montpellier,Saint-Denis
"Voyager de Clermont-Ferrand à Orléans en train, est-ce une option possible ?",Clermont-Ferrand,Orléans
Le trajet en train de Lyon à Clermont-Ferrand est long mais pittoresque.,Lyon,Clermont-Ferrand
Je songe à voyager en train de Nice vers Pau.,Nice,Pau
Rouen est une belle ville. Je veux y aller en train depuis Lyon.,Lyon,Rouen
C'est le moment idéal pour un voyage de Béziers à Amiens en train.,Béziers,Amiens
Le train de Aix-en-Provence à Toulouse offre une vue magnifique.,Aix-en-Provence,Toulouse
Je vais explorer Rouen en train en partant de Lille.,Lille,Rouen
Le voyage de Le Mans à Bordeaux en train est une excellente idée.,Le Mans,Bordeaux
Je veux prendre le train de Nantes à Le Mans.,Nantes,Le Mans
"Pour mes prochaines vacances, je vais de Lille à Le Havre en train.",Lille,Le Havre
Je veux prendre le train de Paris à Lille.,Paris,Lille
Le trajet en train de Perpignan à Le Havre est long mais pittoresque.,Perpignan,Le Havre
"Pour mes prochaines vacances, je vais de Saint-Étienne à Rouen en train.",Saint-Étienne,Rouen
Je rêve de visiter Béziers en prenant le train depuis Rennes.,Rennes,Béziers
Je veux prendre le train de Besançon à Le Havre.,Besançon,Le Havre
Bordeaux est une belle ville. Je veux y aller en train depuis Pau.,Pau,Bordeaux
Le train est le meilleur moyen de se rendre de Limoges à La Rochelle.,Limoges,La Rochelle
Le train est le meilleur moyen de se rendre de Clermont-Ferrand à Rouen.,Clermont-Ferrand,Rouen
Je souhaite découvrir Béziers en prenant le train depuis Toulouse.,Toulouse,Béziers
Mon prochain voyage sera de Aix-en-Provence à Nantes en train.,Aix-en-Provence,Nantes
Le train de Toulon à Nice offre une vue magnifique.,Toulon,Nice
Je souhaite découvrir Nice en prenant le train depuis Saint-Étienne.,Saint-Étienne,Nice
Le train est le meilleur moyen de se rendre de Lille à Saint-Denis.,Lille,Saint-Denis
Pourquoi ne pas partir de Toulon à Pau en train ce week-end ?,Toulon,Pau
"Voyager de Rouen à Clermont-Ferrand en train, est-ce une option possible ?",Rouen,Clermont-Ferrand
Je souhaite découvrir Toulouse en prenant le train depuis Paris.,Paris,Toulouse
Pourquoi ne pas partir de Clermont-Ferrand à Pau en train ce week-end ?,Clermont-Ferrand,Pau
Mon prochain voyage sera de Saint-Étienne à Amiens en train.,Saint-Étienne,Amiens
Tourcoing est une belle ville. Je veux y aller en train depuis Marseille.,Marseille,Tourcoing
"Allons de Nantes à Bordeaux en train, qu'en penses-tu ?",Nantes,Bordeaux
"Pour mes prochaines vacances, je vais de Le Havre à Besançon en train.",Le Havre,Besançon
Pourquoi ne pas partir de Toulouse à Lyon en train ce week-end ?,Toulouse,Lyon
Le voyage de Saint-Étienne à Le Mans en train est une excellente idée.,Saint-Étienne,Le Mans
Je vais explorer Orléans en train en partant de Besançon.,Besançon,Orléans
Le trajet en train de Calais à Tourcoing est long mais pittoresque.,Calais,Tourcoing
Je songe à voyager en train de Nice vers Tourcoing.,Nice,Tourcoing
"Allons de Nîmes à La Rochelle en train, qu'en penses-tu ?",Nîmes,La Rochelle
"Voyager de Toulouse à La Rochelle en train, est-ce une option possible ?",Toulouse,La Rochelle
"Pour mes prochaines vacances, je vais de Le Mans à Toulon en train.",Le Mans,Toulon
C'est le moment idéal pour un voyage de Perpignan à Paris en train.,Perpignan,Paris
Je songe à voyager en train de La Rochelle vers Marseille.,La Rochelle,Marseille
Partir de Marseille pour Le Havre en train serait génial.,Marseille,Le Havre
Mon prochain voyage sera de Lille à Rennes en train.,Lille,Rennes
Mon prochain voyage sera de Aix-en-Provence à Béziers en train.,Aix-en-Provence,Béziers
Le train est le meilleur moyen de se rendre de Le Mans à Rouen.,Le Mans,Rouen
Le train de Le Havre à Amiens offre une vue magnifique.,Le Havre,Amiens
Mon prochain voyage sera de Orléans à Besançon en train.,Orléans,Besançon
Le voyage de Aix-en-Provence à Saint-Denis en train est une excellente idée.,Aix-en-Provence,Saint-Denis
Je songe à voyager en train de Besançon vers Nîmes.,Besançon,Nîmes
Le train de Perpignan à Nîmes offre une vue magnifique.,Perpignan,Nîmes
"Allons de Lyon à Besançon en train, qu'en penses-tu ?",Lyon,Besançon
Mon prochain voyage sera de Le Mans à Béziers en train.,Le Mans,Béziers
Je prévois de voyager de Calais à Aix-en-Provence en train.,Calais,Aix-en-Provence
Le voyage de Toulon à Nantes en train est une excellente idée.,Toulon,Nantes
"Allons de Saint-Denis à Le Havre en train, qu'en penses-tu ?",Saint-Denis,Le Havre
Le voyage de Marseille à Rennes en train est une excellente idée.,Marseille,Rennes
Je rêve de faire un voyage en train de La Rochelle à Tourcoing.,La Rochelle,Tourcoing
Je vais explorer Montpellier en train en partant de Toulouse.,Toulouse,Montpellier
Je rêve de visiter Pau en prenant le train depuis Marseille.,Marseille,Pau
Le trajet en train de Marseille à Béziers est long mais pittoresque.,Marseille,Béziers
J'ai prévu de partir en train de Amiens à Toulon.,Amiens,Toulon
Je souhaite découvrir Toulouse en prenant le train depuis Rouen.,Rouen,Toulouse
"Voyager de Amiens à Nîmes en train, est-ce une option possible ?",Amiens,Nîmes
Je prévois de voyager de Bordeaux à Pau en train.,Bordeaux,Pau
Le voyage de Nantes à Rennes en train est une excellente idée.,Nantes,Rennes
"Allons de Rennes à Béziers en train, qu'en penses-tu ?",Rennes,Béziers
"De Rouen à Lille, le train est le choix le plus pratique.",Rouen,Lille
"Voyager de Nîmes à Montpellier en train, est-ce une option possible ?",Nîmes,Montpellier
Je prévois de voyager de Lille à Amiens en train.,Lille,Amiens
Je m'apprête à réserver un billet de train pour Calais depuis Toulouse.,Toulouse,Calais
